County,Municipality,Municipality Type,Farm Count,Improved Land Acres,Unimproved Land Acres,Farm Cash Value,Implements and Machinery Value,Horses Count,Asses and Mules Count,Milch Cows Count,Working Oxen Count,Other Cattle Count,Sheep Count,Swine Count,Live Stock Value,Wheat Bushels,Rye Bushels,Indian Corn Bushels,Oats Bushels,Tobacco Pounds,Wool Pounds,Peas Beans Bushels,Irish Potatoes Bushels,Sweet Potatoes Bushels,Barley Bushels,Buckwheat Bushels,Orchard Products Value,Wine Gallons,Garden Produce Value,Butter Pounds,Cheese Pounds,Hay Tons,Clover Seed Bushels,Other Seeds Bushels,Hops Pounds,Hemp Tons,Flax Pounds,Flaxseed Pounds,Silk Cocoons Pounds,Maple Sugar Pounds,Molasses Gallons,Beeswax Honey Pounds,Homemade Manufactures Value,Animals Slaughtered Value
Bedford,Napier,Township,223,16375,19698,395800,17847,731,0,780,41,860,1880,1661,54813,22300,10790,24388,30894,0,2256,0,3024,0,0,2975,10,0,0,32940,0,2499,62,0,0,0,0,0,0,0,0,0,292,7054
Bedford,South Woodbury,Township,89,7343,5358,361640,12469,383,0,407,0,526,1197,1033,30656,26111,2981,8490,11347,0,2660,0,1017,0,403,107,0,0,0,27850,0,1060,0,73,0,0,0,0,0,0,0,0,157,4946
Bedford,Southampton,Township,105,8338,16474,111084,6423,284,0,388,0,362,1300,654,31569,9061,5554,8512,7837,0,2712,0,1771,0,0,1104,0,0,0,16972,0,647,0,0,0,0,0,0,0,0,0,0,1016,3090
Clearfield,Karthaus,Township,30,1909,2227,60700,2948,55,0,97,40,90,305,150,7766,3079,400,1458,1554,0,756,0,1105,0,0,1017,0,0,0,5650,0,322,0,0,0,0,0,0,0,0,0,0,0,1186
Bedford,St. Clair,Township,196,14564,16074,332270,15910,629,0,782,24,1046,1854,1586,47409,19616,8231,16794,30154,0,3917,0,2123,0,1,2875,0,0,0,42775,0,1752,74,38,0,0,0,3,0,4750,0,0,417,5140
Bedford,Union,Township,123,8208,12518,299036,8222,355,0,529,2,551,934,858,27152,11743,6402,11197,15074,0,2316,0,1131,0,0,1453,0,0,0,25609,0,930,23,0,0,0,0,0,0,3384,0,0,57,3778
Bedford,West Providence,Township,128,9990,12344,280775,11165,392,0,433,4,386,1141,1344,34545,15512,5317,17477,17295,0,2399,0,3452,0,80,1169,0,0,0,22528,0,1105,32,0,0,0,0,0,0,0,0,0,260,6504
Berks,Albany,Township,151,12423,4759,444740,41430,378,0,651,0,381,436,1467,48752,5697,19697,17270,10321,0,1140,123,9710,0,0,2768,8130,0,0,60400,0,2156,154,15,44,0,815,145,0,0,0,745,593,13795
Berks,Alsace,Township,157,9088,3213,764060,19785,487,18,880,0,378,243,1561,54185,20954,16717,26789,28429,0,469,3,6916,0,0,91,3060,0,3295,68470,0,3390,81,37,0,0,0,3,0,0,0,20,66,12257
Berks,Amity,Township,133,9331,1213,508124,9292,333,0,656,0,362,144,839,31919,8530,12956,34419,28142,0,253,4,4152,0,0,15,937,0,0,53710,0,3450,9,28,0,0,0,0,0,0,0,0,28,8300
Berks,Antalawny,Township,75,4573,968,469900,7385,235,12,405,2,248,222,849,29451,15223,4184,3320,16902,0,0,6,2505,0,0,0,1142,0,50,31538,25,1650,10,3,0,0,0,0,0,0,0,30,0,9092
Berks,Bern,Township,262,9556,1763,762810,16521,415,0,754,0,235,132,1388,37088,18862,14320,19706,28943,0,0,70,6844,33,0,26,1619,1604,1339,65787,100,2565,55,23,0,0,38,2,0,0,0,13,61,11792
Berks,Bethel,Township,173,12620,3190,631567,19026,574,0,712,0,351,213,1210,61112,18664,10497,18777,29614,0,980,5,550,10,0,180,188,113,0,44265,0,2928,83,87,0,0,962,104,0,0,0,210,612,15873
Berks,Brecknock,Township,83,5240,2821,180450,11810,228,4,383,0,367,202,616,20943,1838,4705,9717,4319,0,266,0,9724,2,200,425,972,0,2255,13938,0,1159,51,23,0,0,22,0,0,0,0,39,387,5732
Berks,Carnarvon,Township,53,3738,1911,243320,692,165,12,218,18,338,378,401,28890,10056,1516,17915,3298,0,177,2,2686,0,90,103,114,0,35,13423,0,1118,86,73,10,0,180,13,0,0,0,62,29,4320
Berks,Centre,Township,117,10049,2589,594524,19215,371,0,580,0,350,231,1410,41264,13211,13851,10954,16528,0,646,0,8166,0,0,364,1160,449,0,31752,0,6560,116,46,13,0,437,40,0,0,0,0,380,2600
Berks,Colebrookdale,Township,88,4608,1052,334580,13475,246,0,493,0,253,157,694,33606,8160,7477,18365,13375,0,462,0,4050,5,290,556,1654,0,0,43675,0,1786,94,88,0,0,821,177,0,0,0,175,384,8900
Berks,Cumru,Township,241,18403,4155,1367370,17485,798,19,1440,4,1002,546,1983,92845,45496,20922,54116,62878,0,677,6,15572,14,73,183,2452,1964,1262,103269,0,5368,132,66,8,0,231,23,0,0,0,12,5704,22415
Berks,District,Township,141,3811,2150,169950,7715,169,0,368,0,181,111,572,21023,2526,6020,9744,7089,0,237,0,2846,0,0,1599,608,0,0,25015,255,1035,80,2,42,0,845,207,0,0,0,312,242,5160
Berks,Douglass,Township,72,4692,1345,253270,9505,194,8,336,4,263,219,578,26599,4489,8652,16130,17520,0,318,0,2478,0,0,528,978,0,0,33937,0,449,131,84,0,0,422,123,0,0,0,121,208,6391
Berks,Earl,Township,62,2874,852,152800,4024,134,0,278,0,243,60,325,9977,2537,4529,8675,6625,0,0,0,1996,0,0,311,250,0,0,15820,0,834,0,0,0,0,0,0,0,0,0,0,0,3005
Berks,Exeter,Township,129,9350,2836,666140,16465,433,0,786,2,30,750,1414,48881,16370,9526,30165,30768,0,1140,0,5870,0,0,82,2760,0,2234,70442,0,3897,146,154,0,0,275,35,0,0,0,104,249,12435
Berks,Greenwich,Township,211,14521,3362,637650,53850,535,0,916,0,444,426,1895,64518,14444,21786,24671,23099,0,1119,176,10172,0,0,3052,8675,0,0,83511,50,2855,161,49,151,0,1117,162,0,0,0,690,729,15871
Berks,Hereford,Township,216,7053,3427,532865,23759,361,0,733,0,325,107,1089,45184,10730,11079,19927,16903,0,361,0,7637,0,179,1534,2207,0,0,63045,517,2559,163,43,150,0,2079,231,0,0,0,466,326,11671
Berks,Kutztown,Borough,32,445,64,53105,4040,38,0,63,0,13,0,127,4408,1304,1512,2480,2490,130,0,10,1687,0,0,122,410,18,0,6006,37,184,1,0,31,0,0,0,0,0,0,70,35,2133
Berks,Longswamp,Township,214,8525,2691,768425,38270,440,0,726,0,624,436,1732,57041,18374,19950,31911,24864,0,1635,87,9622,0,0,1468,5096,23,1,54715,1617,2122,131,89,246,0,1082,174,0,0,0,340,643,14834
Berks,Lower Heidelburg,Township,210,11613,3810,837183,25525,529,0,883,0,622,268,1872,60926,25326,18560,26257,38829,0,172,0,4615,0,0,239,801,0,0,60756,0,2669,58,74,0,0,84,0,0,0,0,15,35,21657
Berks,Maidencreek,Township,115,6738,1370,598750,13380,328,0,561,2,386,416,1172,40507,23519,8779,27370,27855,0,18,4,4096,0,0,81,1289,450,680,50500,60,1871,97,14,18,0,200,6,0,0,0,0,0,8561
Berks,Marion,Township,105,8558,1534,881291,15999,505,0,387,0,302,108,1117,49723,25586,11231,26320,41924,0,506,0,4681,0,0,0,650,90,0,35134,0,2405,173,97,0,0,227,14,0,0,0,2,319,12603
Berks,Maxatawny,Township,177,14695,3377,1470160,61775,730,0,1115,0,598,485,2567,91288,39104,31978,45491,48867,0,1876,79,12627,0,0,8855,5120,410,0,100735,275,3730,503,90,226,0,828,136,0,0,0,986,960,21132
Centre,Liberty,Township,36,3395,504,47247,1440,72,0,124,2,198,486,416,7485,3970,1302,2849,3505,0,783,0,760,0,100,682,20,0,0,2962,300,2182,0,0,0,0,0,0,0,100,0,0,24,1358
Berks,North Heidelburg,Township,82,6307,1869,382163,8660,310,0,433,0,184,73,689,29912,15052,7192,9465,18167,0,443,0,3192,0,0,142,874,1773,0,29378,0,1243,60,15,0,0,58,9,0,0,0,78,134,9821
Berks,Oley,Township,122,11286,3060,1112410,29485,577,8,887,2,849,933,1631,69341,26135,12906,44695,49632,0,1505,0,8397,0,0,613,3745,0,2710,100470,0,3993,230,131,0,0,480,153,0,0,0,50,164,15314
Berks,Penn,Township,120,8407,2279,526424,11790,362,0,505,0,153,123,958,35910,15971,18448,11151,15620,0,376,0,5431,0,0,271,527,103,0,37815,0,1553,132,28,0,0,99,16,0,0,0,50,174,14354
Berks,Perry,Township,100,8586,1393,404741,9987,284,0,504,0,238,85,696,25750,8464,10224,13692,21864,0,0,0,6595,0,0,624,0,0,200,36986,0,1447,108,10,0,0,0,0,0,0,0,0,610,9465
Berks,Richmond,Township,223,12541,2463,1127200,56555,583,0,1041,0,428,182,2227,76344,33703,19452,42435,44377,0,654,75,10049,0,0,2246,5703,3665,0,99245,200,2916,339,48,190,0,439,92,0,0,0,660,695,18251
Berks,Robeson,Township,157,8348,4485,366140,13221,354,0,712,4,460,163,1188,38743,10320,7633,24485,15788,0,255,173,2980,5,0,220,139,0,680,7825,0,378,29,6,0,0,0,4,0,0,0,38,96,20492
Berks,Rockland,Township,106,4066,2244,251380,9077,232,0,393,0,289,170,906,27561,5324,7687,15152,12442,0,116,0,4249,0,0,1514,1252,0,0,38180,0,1311,31,0,0,0,578,81,0,0,0,86,391,7058
Berks,Ruscombmanor,Township,100,3082,1883,199600,6337,137,0,304,0,205,262,740,18889,3323,5230,9307,6887,0,0,73,3676,0,20,262,1135,0,635,30725,55,1007,48,15,5,0,28,5,0,0,0,4,330,6002
Berks,Tulpehocken,Township,131,10248,2916,591382,14438,494,0,544,2,379,151,1146,48403,16682,10578,14204,27714,0,556,0,4761,16,0,164,289,0,0,38416,0,2179,62,64,0,0,533,44,0,0,0,1,10,11345
Berks,Union,Township,94,5403,1464,276287,12562,266,5,460,6,382,148,696,32674,16470,6904,23916,18796,0,253,0,6938,0,0,216,1457,0,0,40770,0,2257,191,138,0,0,110,12,0,0,0,215,10,7607
Clearfield,Girard,Township,27,1127,1018,31400,1769,48,0,55,20,61,287,151,5727,1325,687,1225,842,0,589,6,569,0,0,68,0,0,0,3900,0,209,0,0,0,0,0,0,0,0,0,0,44,1233
Berks,Upper Bern,Township,178,11150,3761,569485,14105,437,0,696,0,327,215,981,41772,12750,10742,15527,21849,0,489,0,11887,0,0,651,771,0,0,49133,0,1927,228,23,0,0,124,24,1,0,0,113,192,14041
Berks,Upper Heidelburg,Township,56,5287,1437,434280,6627,234,0,300,0,159,60,681,23770,14187,6760,12972,17573,0,157,0,2565,0,0,58,859,1037,0,19410,0,1299,93,96,0,0,106,11,0,0,0,65,88,1864
Berks,Upper Tulpehocken,Township,187,14227,3490,677508,18320,624,12,796,0,523,371,1804,60992,20843,10770,16718,27975,0,1394,0,7633,0,0,738,626,51,0,55140,0,2673,82,40,0,0,822,29,0,0,0,358,441,17620
Berks,Washington,Township,183,5731,1849,450485,18266,288,0,618,0,221,76,795,47271,9478,7665,18263,14154,0,344,0,4992,0,0,987,1463,0,0,50385,741,1729,98,111,77,2,977,117,0,0,0,264,123,9751
Berks,Windsor,Township,68,6678,1250,251712,5810,202,0,359,0,166,58,562,17275,6038,9016,11180,12588,0,0,0,3968,10,0,508,24,500,350,23848,0,974,55,0,0,0,0,0,0,0,0,0,686,14861
Blair,Allegheny,Township,78,7932,7326,379620,8345,366,0,373,12,470,718,693,33995,26320,4320,12660,17605,0,1745,0,1705,0,175,520,0,0,0,22045,0,1356,37,0,0,0,0,0,0,0,0,0,0,5590
Blair,Antis,Township,94,8432,9791,310840,10655,486,17,410,16,563,1067,766,39876,21330,5665,11360,16135,0,2470,0,2956,0,0,351,0,0,0,25655,0,1563,6,0,0,0,0,0,0,0,0,0,0,7940
Blair,Blair,Township,35,4030,1754,186840,4710,166,0,202,0,191,353,497,14685,11666,2305,5861,9015,0,897,0,1575,0,185,57,0,0,0,8890,0,727,0,0,0,0,0,0,0,0,0,0,0,2175
Blair,Catharine,Township,41,5000,2399,283545,9650,186,1,203,8,328,486,633,20937,22814,3883,14482,13591,0,1346,0,1195,0,0,126,265,0,0,10035,160,663,97,13,16,0,0,0,0,0,0,24,101,4797
Blair,Frankstown,Township,95,10263,7688,477170,18160,444,4,490,4,885,1047,1407,44509,34858,4453,22330,28760,0,2591,0,2745,0,201,244,130,0,0,26532,450,1855,235,13,4,0,0,0,0,0,0,0,30,10646
Blair,Greenfield,Township,47,3473,3734,73680,3075,162,36,192,0,226,129,527,16690,4145,3130,4105,8875,0,1491,0,1710,0,30,1565,0,0,0,11345,0,549,8,0,2235,0,0,0,0,0,0,0,324,2465
Blair,Houston,Township,71,6777,3910,397655,9450,282,0,297,9,691,911,788,26049,24504,4400,10965,11600,0,2504,0,2511,0,217,381,0,0,0,14445,275,1041,150,4,16,0,0,171,26,15,0,152,399,5898
Blair,Juniata,Township,63,5053,4393,124150,4020,198,0,235,0,202,628,486,21440,4900,6015,4455,7820,0,1448,0,1715,0,0,1260,0,0,0,14410,0,846,0,0,0,0,0,0,0,240,0,0,236,4160
Blair,North Woodberry,Township,123,9592,4534,618219,18205,525,0,562,0,994,1419,1625,46307,43756,4551,23481,28669,0,3861,0,3975,0,1310,264,0,0,0,18106,268,2110,370,3,9,0,0,62,25,40,0,0,265,10582
Blair,Snyder,Township,25,2498,2458,90230,3675,80,0,108,10,211,253,274,7701,4509,1972,4075,3675,0,681,0,623,0,410,45,0,0,0,5100,0,493,2,0,0,0,0,0,0,0,0,0,0,2893
Blair,Tyrone,Township,74,8610,4964,460556,17887,363,0,366,7,781,1474,1089,37140,34979,2362,16027,22466,0,0,1744,0,115,35,0,0,0,0,22040,395,1058,311,11,12,0,0,0,0,0,0,0,0,8974
Blair,Woodberry,Township,73,7874,2799,426700,12986,334,31,330,5,488,1242,977,37275,33568,2948,16470,16341,0,3034,0,3138,4,993,458,881,2,0,14484,110,1358,171,6,23,0,0,37,11,0,0,113,411,7738
Bradford,Albany,Township,159,4646,10670,146395,9201,152,0,417,186,494,1532,558,30383,3171,1540,8323,8467,0,2768,47,8963,0,0,4143,20,0,0,28197,10750,1856,0,11,0,0,101,6,0,12551,0,1010,517,5263
Bradford,Armenia,Township,77,16762,4710,33669,1865,35,0,133,83,138,586,92,8065,803,47,891,3154,0,1687,72,2535,0,0,1226,38,0,0,9915,200,613,0,53,16,0,0,0,0,24790,0,153,244,1575
Bradford,Asylum,Township,127,3207,9156,167130,7938,120,1,277,86,367,1033,362,22420,4867,3242,9736,5530,0,2494,12,5683,0,0,3648,195,70,0,27250,2290,1020,4,0,0,0,125,3,0,863,0,1760,1680,5560
Bradford,Athens,Township,157,13053,8081,542210,14127,298,0,651,198,918,1826,886,60633,27030,1741,32830,26906,0,5321,130,16709,20,800,5232,100,0,0,64590,730,3043,0,0,0,0,0,0,0,0,0,2580,878,12128
Bradford,Burlington,Township,146,7630,11737,308400,8818,263,2,589,221,700,2098,595,45882,10644,356,12632,12769,0,5367,100,9943,0,300,3600,0,0,0,48440,1590,2535,0,16,0,0,295,7,0,0,0,1555,843,8048
Bradford,Canton,Township,205,8208,9074,275350,8521,278,1,709,269,782,2690,476,51940,9200,463,16400,18004,0,7697,100,16802,0,0,4032,0,0,0,59100,490,2936,1,10,0,0,125,3,0,17780,0,2951,1903,7900
Bradford,Columbia,Township,129,12391,11685,444765,21158,328,0,1198,248,1133,3516,816,68476,16701,328,14973,28369,0,9336,682,14609,0,165,6050,2188,0,0,119000,2420,4298,0,59,5,0,170,11,0,6640,0,3199,1044,12207
Bradford,Durrell ,Township,186,6128,8565,253810,14150,240,0,384,128,402,1263,771,37467,10486,6363,13157,11825,0,2874,133,9900,0,65,6185,240,0,0,35115,625,1695,5,4,0,0,450,13,0,250,0,880,544,8285
Bradford,Franklin,Township,196,2879,4298,98190,3582,118,0,214,74,274,831,255,17740,3574,354,5378,7931,0,1819,117,4414,0,0,2046,0,0,0,18000,500,0,0,0,0,0,0,0,0,0,0,315,279,3200
Bradford,Granville,Township,246,5231,6837,161500,5424,185,0,402,162,494,1592,340,29923,7949,55,10077,11963,0,3945,88,6978,0,0,2048,0,0,0,37200,100,1670,0,11,0,0,290,10,0,7320,0,1115,1246,5385
Bradford,Herrick,Township,238,5020,6456,136050,9515,152,0,362,178,478,1682,415,32033,4761,2972,9105,11689,0,4373,12,7467,0,0,3614,0,0,0,46150,400,1903,31,43,0,0,40,3,0,2650,0,1580,1247,4842
Bradford,Le Roy,Township,171,4017,5137,133356,4330,119,4,370,144,464,1096,318,24411,5189,327,6341,7890,0,3025,36,5198,0,0,1464,0,0,0,31900,1730,1500,0,13,0,0,410,19,0,3630,0,1340,766,4144
Bradford,Litchfield,Township,200,6515,9290,258350,13956,158,0,523,212,568,1764,582,39652,9751,2366,11767,13212,0,4353,32,8059,0,20,5912,0,0,0,54200,400,2134,10,28,0,0,372,18,0,3350,0,1890,1475,6753
Bradford,Monroe,Township,80,5174,11906,302720,21640,251,0,423,99,558,1030,645,34545,11359,1414,11346,12498,0,2396,42,9646,5,0,2132,80,0,95,35920,1380,2027,3,16,0,0,100,10,0,300,0,1668,812,7570
Bradford,Orwell,Township,139,9444,9615,287904,18480,284,0,682,240,880,2748,447,58858,6840,1306,8676,30419,0,5686,208,15714,0,56,3166,165,0,0,59080,10950,3485,337,103,0,0,582,31,0,8275,0,3136,1774,7100
Bradford,Pike,Township,110,13957,13065,389500,23260,382,0,886,320,1203,2746,600,62727,6838,2265,4683,30533,0,8519,169,15013,0,0,7043,0,0,0,89266,9275,4240,328,86,0,0,300,0,0,13053,0,2150,1797,11217
Bradford,Ridgebury,Township,81,8300,9356,216865,15291,230,0,593,276,807,1972,599,47771,11627,536,9729,13055,0,5363,358,8665,0,215,6751,483,0,0,57455,0,2734,4,50,1,0,324,14,0,7495,0,3922,1108,7565
Bradford,Rome,Township,203,6590,8568,212000,11820,189,0,462,190,543,2331,549,40705,23515,1245,7744,16443,0,4570,102,8243,0,55,3973,97,0,0,41475,395,2217,69,49,0,0,624,35,0,95,0,1486,1252,6016
Bradford,Sheshequin,Township,95,8616,10115,391100,17609,324,0,548,168,562,2077,853,54774,14741,4764,12240,19468,0,4613,106,11504,0,125,8104,100,0,0,47025,550,2447,17,29,0,0,680,28,0,70,0,3120,855,9589
Bradford,Smithfield,Township,187,12613,9432,370250,15784,354,0,914,286,1156,3303,741,71806,11471,346,15705,24395,0,9161,293,16623,0,183,2109,329,0,0,77690,37980,4568,0,0,0,0,1069,48,0,13423,0,1192,3213,11122
Bradford,South Creek,Township,178,3923,5158,10157,4907,95,0,312,149,309,943,255,22766,6224,158,3431,8767,0,2350,130,4132,0,324,2790,267,0,0,28380,0,1231,0,22,0,0,40,3,0,4530,0,3303,535,3296
Bradford,Springfield,Township,140,10769,9854,350220,13978,351,0,1027,340,1176,3305,708,70255,16090,862,17138,23886,0,9396,63,10720,0,0,2250,0,0,0,96740,4660,3800,0,0,0,0,0,0,0,12279,0,1983,2200,10066
Bradford,Springhill,Township,262,4771,8728,164350,8013,139,0,316,157,332,1535,455,25792,5595,2384,7162,8930,0,3630,58,5130,0,0,3903,10,0,200,31300,1170,1356,30,10,0,0,508,34,0,195,0,1375,1883,4995
Bradford,Towanda,Township,159,5309,5725,286324,7141,225,1,346,83,392,886,479,29404,8894,2375,11107,11487,0,2181,70,9820,0,4,3091,0,0,0,24105,400,1758,6,0,0,0,0,0,0,0,0,895,628,6635
Bradford,Troy,Township,160,11458,8388,390400,11008,386,0,821,207,1100,2200,653,62230,14603,900,19800,25800,0,6883,444,13183,0,150,2100,25,0,0,82156,3900,3027,0,10,0,0,282,13,0,7407,0,1430,889,10400
Bradford,Ulster,Township,163,3881,3894,148250,4740,129,0,286,92,325,559,307,13547,6589,752,7535,6075,0,2038,93,6415,0,267,864,0,0,0,23650,400,1092,0,0,0,0,0,0,0,0,0,661,583,4232
Bradford,Warren,Township,62,11768,11387,339150,20033,313,0,864,366,1238,3900,567,76123,8915,1962,10865,26513,0,10281,4,14544,0,10,2505,35,0,0,88100,5050,3885,122,86,0,0,1100,45,0,32470,0,3685,2808,8531
Bradford,Wells,Township,206,6987,6392,238900,12988,229,0,575,182,681,1914,590,43448,9746,149,8786,25748,0,4753,595,9785,0,1074,7304,500,0,0,58180,650,2313,10,45,0,0,0,80,4,5332,0,4730,1305,7047
Bradford,Wilmot,Township,133,1785,7054,62300,4100,49,1,184,103,203,548,268,13242,2000,1741,2375,3070,0,1671,12,3717,0,0,2161,30,0,0,16930,2750,523,0,5,0,0,0,0,0,1168,0,254,504,2370
Bradford,Windham,Township,190,8734,10952,274050,16515,214,0,571,222,687,2260,508,46481,7444,1331,9621,17519,0,5661,28,8304,0,84,4042,90,0,0,50625,3600,2565,140,44,0,0,90,8,0,2248,0,2480,1737,5669
Bradford,Wyalusing,Township,80,7841,10264,369330,15045,275,0,459,146,595,1692,912,44462,12582,6526,17324,17409,0,4955,41,15204,0,0,6752,190,0,0,50400,1900,2115,3,31,0,0,430,13,0,0,0,2400,1607,10500
Bradford,Wysox,Township,129,5942,7468,291270,16400,184,0,400,146,454,1360,659,37140,14084,2628,15000,15350,0,3283,126,10058,0,58,2449,500,0,20,36825,482,2058,4,55,0,0,280,13,0,60,0,1325,510,8115
Bucks,Bedminster,Township,198,13004,3446,462769,21030,523,6,1157,5,104,11,1062,48175,2410,21995,27785,27754,0,1127,20,6530,0,0,282,175,0,15,91700,43,4214,60,0,0,0,9175,630,0,0,0,0,1813,16215
Bucks,Bensalem,Township,156,10140,1296,1016800,35035,507,3,721,4,340,297,863,63901,20468,1283,51856,49033,0,1363,122,19879,0,0,1502,3546,266,0,67693,0,3554,684,126,299,0,0,0,0,0,0,483,433,11254
Bucks,Bristol,Borough,9,414,7,46250,1275,31,6,25,0,3,3,38,4425,1470,75,2550,1900,0,0,0,1050,0,0,150,50,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
Bucks,Bristol,Township,109,8768,1155,722590,26250,345,7,626,10,227,768,646,42216,18794,1567,42635,43271,0,1916,350,15387,18,0,2950,1258,45,110,42295,0,2129,358,67,0,0,0,0,0,0,0,608,85,13248
Bucks,Buckingham,Township,268,15907,3338,1011621,50553,742,43,1419,25,464,1232,1579,94722,26919,4001,76730,91966,0,812,421,8870,7,0,2945,8023,51,15,135972,120,5726,912,549,125,0,160,4,0,0,0,442,406,22274
Bucks,Doylestown,Borough,15,528,64,48050,2463,32,2,55,0,14,7,84,3790,1273,325,2740,2705,0,40,0,785,0,0,162,222,0,0,3547,0,247,28,12,0,0,0,0,0,0,0,0,43,989
Bucks,Doylestown,Township,132,7142,1466,551888,22670,344,4,797,8,290,256,832,47274,11968,3689,33665,32324,0,891,43,5324,0,0,1447,3087,0,0,69737,0,2847,455,153,0,0,445,22,0,0,0,20,61,11021
Bucks,Durham,Township,73,6901,257,418731,17657,268,10,334,6,210,445,658,33481,14061,7600,21715,10630,0,1065,0,7547,0,0,2448,192,0,0,20933,0,1260,324,12,46,0,1055,60,0,0,0,1043,468,3038
Bucks,Falls,Township,164,15435,1337,1263303,53486,611,2,1017,4,402,1102,1219,77952,28147,2470,41937,72993,0,3187,67,18415,45,235,4385,1806,0,137,104341,542,3209,422,88,50,0,2,0,0,0,0,1017,545,26588
Bucks,Haycock,Township,122,5537,4699,221279,6485,297,1,300,6,280,1331,1041,20982,10627,2725,12211,15315,0,3490,4,3951,4,133,677,1035,0,270,22475,0,476,2,4,12,0,309,22,0,160,0,324,1201,10254
Bucks,Hilltown,Township,374,14164,2874,889628,44918,691,2,1658,2,677,573,2082,92083,5790,23873,41313,36802,0,1625,286,16836,0,0,2638,3510,0,40,167105,452,6301,502,394,192,0,10066,908,0,0,0,1271,461,23507
Bucks,Lower Makefield,Township,150,10244,1178,857199,39248,501,18,868,0,472,610,910,66544,21024,967,53810,64042,0,1197,263,6888,6,0,1080,3840,28,280,94005,715,2860,872,172,179,0,192,9,0,0,0,523,418,10891
Bucks,Middletown,Township,147,11347,1913,980370,35615,501,14,771,14,335,466,935,61426,22742,859,60210,64502,0,807,56,9264,0,0,1278,3421,0,10,70080,166,3355,677,100,0,0,22,1,0,0,0,330,694,11423
Bucks,Milford,Township,273,11652,3414,720374,20303,581,0,1368,6,443,316,1348,74322,13235,18882,33490,32596,0,1208,6,12320,0,0,1289,878,0,0,132536,0,4386,366,185,0,0,13885,655,0,0,0,172,291,18531
Bucks,New Britain,Township,172,9301,1535,566318,28305,443,5,1033,6,420,408,1407,52676,11231,11447,32930,29815,0,1102,133,9027,0,0,1760,2070,0,0,104035,1270,3895,448,183,110,0,2348,207,0,0,0,780,487,15324
Bucks,New Hope,Borough,8,607,164,60300,2750,36,0,53,2,20,50,47,4102,1339,65,2408,2686,0,70,4,460,0,0,120,105,0,0,4640,35,250,21,12,10,0,0,0,0,0,0,28,75,607
Bucks,Newtown,Township,89,6665,1281,558794,22470,305,12,576,6,244,451,632,41807,12473,843,35625,44441,0,631,229,3598,0,0,477,2797,0,0,64290,10,2181,467,257,7,0,50,6,0,0,0,24,115,9834
Bucks,Nockamixon,Township,198,14463,789,484900,28100,441,14,745,12,466,618,1300,53302,6639,17113,25002,20093,0,1934,35,12002,0,0,5447,381,0,5,50505,0,2736,584,193,133,0,7332,537,0,20,0,867,1649,19154
Bucks,Northampton,Township,192,13494,1761,1059955,56754,606,2,1340,16,496,756,1072,97115,26817,24225,75913,80622,0,1526,130,8773,0,0,443,6005,68,0,139693,0,5145,1019,281,478,0,0,0,0,0,0,233,1538,16482
Bucks,Plumstead,Township,211,11266,2995,421138,21098,479,2,1065,22,324,203,964,48480,13855,10062,39390,49634,0,657,6,6287,0,121,1833,1743,0,0,85114,0,478,680,94,0,0,3427,214,0,0,0,239,649,15478
Bucks,Richland,Township,205,9483,3091,612122,24439,459,0,1049,19,474,319,1029,55660,7579,13540,24117,26643,0,1068,20,1802,41,28,244,100,118,7,80499,502,3964,421,327,23,0,5936,381,0,0,0,12,558,13510
Bucks,Rockhill,Township,235,11627,4362,522773,15304,548,0,1323,8,382,369,1207,66203,4276,18615,23028,22137,0,1005,0,8044,0,0,3299,375,0,0,115050,0,4158,269,153,0,0,19391,867,0,0,0,753,356,15871
Bucks,Solebury,Township,203,11965,3718,953775,56339,633,24,1029,56,501,1164,1504,94505,23896,3234,67113,68653,0,2577,75,7977,38,35,1926,7877,94,167,123519,2118,4682,993,390,255,0,560,28,0,0,0,1723,1917,21543
Bucks,Southampton,Township,121,7105,888,563145,26553,359,0,678,0,207,232,602,46600,12755,1495,33135,36869,0,329,64,8970,0,0,131,3468,74,150,69976,0,3913,512,106,80,0,0,0,0,0,0,86,413,11141
Bucks,Springfield,Township,217,11890,3356,672000,33987,533,0,984,2,502,651,1455,61275,17041,20778,36647,22272,0,1944,3,11913,2,15,1231,1452,56,0,71815,0,3423,392,130,114,0,14450,615,0,0,0,454,436,11042
Bucks,Tinicum,Township,191,17061,277,676541,37491,535,6,782,2,607,527,1063,64931,7821,27808,37462,26749,0,1834,47,9018,39,6,10185,330,6,0,48150,0,3163,944,201,85,0,8008,666,0,0,0,2712,874,10385
Bucks,Upper Makefield,Township,136,10988,1795,613421,34795,473,34,866,16,268,830,1226,62515,16673,3574,57240,63895,0,1386,112,4860,0,0,2116,4905,12,0,84916,305,3256,859,184,2,0,272,16,0,0,0,650,200,16021
Bucks,Warminster,Township,90,5649,547,485876,22987,272,4,575,2,147,151,436,37902,10581,1239,29545,32343,0,230,91,4180,0,0,31,1948,20,2,65985,0,2703,260,103,136,0,0,0,0,0,0,20,284,8541
Bucks,Warrington,Township,91,6046,828,287431,18323,264,7,548,16,217,251,496,35741,6638,3298,23610,26339,0,253,22,2963,0,0,729,1486,0,0,58824,0,2179,217,117,71,0,85,0,0,0,0,495,182,9111
